,neg_sent,neu_sent,pos_sent,Topic0,Topic1,Topic2,Topic3,y_3,y_7,y_30,y_90
319,0.019,0.8190000000000001,0.162,0.96,0.01,0.01,0.01,False,False,True,False
320,0.021,0.815,0.16399999999999998,0.95,0.01,0.02,0.01,True,False,False,False
321,0.013999999999999999,0.831,0.155,0.34,0.01,0.63,0.01,True,True,False,False
322,0.02,0.8240000000000001,0.157,0.24,0.01,0.73,0.01,True,True,True,False
323,0.022000000000000002,0.8220000000000001,0.156,0.49,0.02,0.48,0.02,True,True,False,False
324,0.013000000000000001,0.825,0.162,0.82,0.06,0.06,0.07,True,True,False,False
325,0.021,0.836,0.14300000000000002,0.83,0.05,0.06,0.06,True,True,False,False
326,0.013000000000000001,0.787,0.2,0.84,0.05,0.05,0.06,True,True,True,True
327,0.025,0.8190000000000001,0.155,0.84,0.05,0.05,0.06,True,True,True,False
328,0.012,0.8340000000000001,0.155,0.96,0.01,0.02,0.01,True,True,True,True
329,0.017,0.8340000000000001,0.149,0.96,0.01,0.01,0.01,True,False,True,False
330,0.015,0.845,0.139,0.01,0.01,0.96,0.01,True,True,False,False
331,0.036000000000000004,0.831,0.133,0.02,0.01,0.96,0.01,True,True,True,True
332,0.024,0.85,0.127,0.02,0.01,0.96,0.01,True,True,True,True
333,0.028999999999999998,0.8109999999999999,0.16,0.02,0.02,0.94,0.02,False,False,False,False
334,0.025,0.847,0.128,0.01,0.01,0.96,0.01,False,False,False,False
335,0.016,0.855,0.129,0.02,0.01,0.96,0.01,True,False,False,False
336,0.027999999999999997,0.8440000000000001,0.127,0.02,0.02,0.94,0.02,False,False,False,True
337,0.02,0.8390000000000001,0.141,0.02,0.02,0.95,0.02,True,True,True,True
338,0.019,0.852,0.129,0.02,0.02,0.93,0.02,False,False,False,False
339,0.027000000000000003,0.841,0.132,0.02,0.02,0.94,0.02,True,False,False,False
340,0.023,0.838,0.139,0.96,0.01,0.01,0.01,True,True,False,False
341,0.025,0.877,0.098,0.96,0.01,0.01,0.01,False,False,True,True
342,0.02,0.8290000000000001,0.152,0.95,0.02,0.02,0.02,False,True,True,True
343,0.027000000000000003,0.847,0.126,0.94,0.02,0.02,0.02,True,True,True,True
344,0.017,0.865,0.11800000000000001,0.95,0.02,0.02,0.02,False,False,True,False
345,0.035,0.833,0.132,0.95,0.02,0.02,0.02,False,False,False,False
346,0.022000000000000002,0.8059999999999999,0.172,0.02,0.02,0.95,0.02,False,False,False,False
347,0.018000000000000002,0.863,0.11900000000000001,0.02,0.02,0.95,0.02,False,False,False,False
348,0.02,0.846,0.134,0.02,0.02,0.94,0.02,True,True,True,False
349,0.018000000000000002,0.857,0.125,0.02,0.01,0.95,0.01,False,False,False,False
350,0.031,0.835,0.135,0.01,0.01,0.96,0.01,False,True,True,False
351,0.018000000000000002,0.825,0.157,0.02,0.02,0.95,0.02,False,False,False,False
352,0.02,0.79,0.19,0.02,0.02,0.95,0.02,False,False,False,False
353,0.028999999999999998,0.831,0.14,0.02,0.01,0.95,0.01,True,True,True,True
354,0.032,0.867,0.10099999999999999,0.14,0.01,0.83,0.01,True,True,True,True
355,0.021,0.816,0.16399999999999998,0.19,0.02,0.77,0.02,False,False,False,True
356,0.025,0.851,0.12300000000000001,0.02,0.02,0.95,0.02,True,True,True,True
357,0.01,0.8290000000000001,0.161,0.34,0.01,0.63,0.01,True,True,True,True
358,0.023,0.8590000000000001,0.11800000000000001,0.95,0.02,0.02,0.02,False,False,False,False
359,0.033,0.836,0.131,0.96,0.01,0.01,0.01,True,True,True,False
360,0.022000000000000002,0.812,0.165,0.96,0.01,0.02,0.01,False,False,False,False
361,0.02,0.807,0.174,0.94,0.02,0.02,0.02,False,False,True,False
362,0.006,0.831,0.162,0.95,0.02,0.02,0.02,True,True,True,False
363,0.018000000000000002,0.81,0.171,0.96,0.01,0.01,0.01,True,True,True,False
364,0.019,0.843,0.138,0.02,0.02,0.95,0.02,False,False,False,False
365,0.018000000000000002,0.802,0.18,0.95,0.02,0.02,0.02,True,False,False,False
366,0.021,0.81,0.17,0.95,0.01,0.02,0.01,True,True,True,True
367,0.027999999999999997,0.8290000000000001,0.14400000000000002,0.95,0.02,0.02,0.02,True,True,False,True
368,0.031,0.8009999999999999,0.16899999999999998,0.95,0.02,0.02,0.02,False,False,False,False
369,0.013999999999999999,0.84,0.146,0.02,0.01,0.96,0.01,False,False,True,True
370,0.023,0.823,0.154,0.02,0.01,0.96,0.01,True,True,True,True
371,0.033,0.8340000000000001,0.134,0.02,0.01,0.96,0.01,True,True,False,False
372,0.031,0.846,0.122,0.02,0.02,0.94,0.02,True,True,False,True
373,0.027000000000000003,0.802,0.171,0.94,0.02,0.02,0.02,False,False,False,True
374,0.021,0.831,0.14800000000000002,0.94,0.02,0.02,0.02,True,True,True,False
375,0.024,0.84,0.136,0.96,0.01,0.01,0.01,False,False,False,True
376,0.015,0.804,0.18100000000000002,0.96,0.01,0.01,0.01,True,True,True,False
377,0.01,0.8,0.19,0.95,0.02,0.02,0.02,True,True,True,True
378,0.021,0.8270000000000001,0.153,0.95,0.02,0.02,0.02,False,False,False,False
379,0.019,0.889,0.092,0.94,0.02,0.02,0.02,False,True,True,True
380,0.012,0.871,0.11699999999999999,0.94,0.02,0.02,0.02,True,False,False,False
381,0.032,0.7929999999999999,0.175,0.94,0.02,0.02,0.02,True,True,True,True
382,0.031,0.8220000000000001,0.147,0.95,0.02,0.02,0.02,True,True,True,True
383,0.017,0.8290000000000001,0.154,0.94,0.02,0.02,0.02,False,False,False,False
384,0.032,0.833,0.135,0.91,0.03,0.03,0.03,False,True,True,True
385,0.02,0.805,0.175,0.02,0.02,0.95,0.02,False,False,False,False
386,0.028999999999999998,0.8370000000000001,0.134,0.02,0.02,0.95,0.02,True,True,True,True
387,0.018000000000000002,0.871,0.11,0.02,0.02,0.95,0.02,False,False,False,False
388,0.021,0.8290000000000001,0.15,0.02,0.02,0.95,0.02,True,True,True,True
389,0.017,0.7979999999999999,0.185,0.95,0.02,0.02,0.02,False,False,False,True
390,0.027999999999999997,0.818,0.154,0.95,0.02,0.02,0.02,True,False,True,True
391,0.031,0.84,0.129,0.95,0.02,0.02,0.02,False,True,False,False
392,0.013999999999999999,0.836,0.149,0.54,0.01,0.44,0.01,False,False,False,False
393,0.023,0.802,0.17600000000000002,0.67,0.01,0.3,0.01,False,False,False,False
394,0.02,0.826,0.155,0.52,0.01,0.45,0.01,False,False,False,False
395,0.015,0.838,0.147,0.02,0.01,0.95,0.01,False,False,False,False
396,0.022000000000000002,0.872,0.106,0.02,0.02,0.94,0.02,False,False,False,False
397,0.017,0.8140000000000001,0.16899999999999998,0.34,0.01,0.63,0.01,False,False,False,False
398,0.008,0.8490000000000001,0.14300000000000002,0.94,0.02,0.02,0.02,True,False,True,True
399,0.018000000000000002,0.863,0.11900000000000001,0.95,0.02,0.02,0.02,True,True,True,True
400,0.031,0.828,0.141,0.95,0.02,0.02,0.02,False,False,True,True
401,0.018000000000000002,0.813,0.168,0.95,0.02,0.02,0.02,False,False,False,True
402,0.013999999999999999,0.8059999999999999,0.18,0.25,0.02,0.71,0.02,False,False,False,False
403,0.021,0.8140000000000001,0.166,0.28,0.02,0.68,0.02,False,False,False,False
404,0.019,0.8240000000000001,0.157,0.32,0.02,0.64,0.02,True,True,True,True
405,0.026000000000000002,0.8059999999999999,0.168,0.15,0.02,0.81,0.02,True,False,False,False
406,0.013999999999999999,0.833,0.153,0.02,0.02,0.93,0.02,True,True,True,True
407,0.025,0.8079999999999999,0.168,0.02,0.02,0.94,0.02,False,False,False,False
408,0.032,0.841,0.127,0.02,0.02,0.94,0.02,True,True,False,True
409,0.02,0.835,0.145,0.02,0.02,0.93,0.02,True,True,True,True
410,0.025,0.8320000000000001,0.142,0.94,0.02,0.02,0.02,True,True,True,True
411,0.021,0.83,0.149,0.94,0.02,0.02,0.02,True,True,True,True
412,0.026000000000000002,0.828,0.146,0.95,0.02,0.02,0.02,False,False,False,False
413,0.016,0.8490000000000001,0.135,0.94,0.02,0.02,0.02,False,False,False,False
414,0.012,0.846,0.142,0.95,0.01,0.02,0.01,True,True,True,False
415,0.017,0.83,0.152,0.96,0.01,0.01,0.01,False,False,True,False
416,0.022000000000000002,0.8290000000000001,0.149,0.95,0.02,0.02,0.02,True,True,True,False
417,0.015,0.885,0.1,0.95,0.01,0.02,0.01,False,False,False,False
418,0.044000000000000004,0.833,0.12300000000000001,0.96,0.01,0.02,0.01,True,False,False,False
419,0.023,0.8270000000000001,0.15,0.96,0.01,0.02,0.01,False,True,True,True
420,0.026000000000000002,0.855,0.11800000000000001,0.96,0.01,0.02,0.01,False,False,False,False
421,0.011000000000000001,0.843,0.146,0.96,0.01,0.02,0.01,True,True,True,True
422,0.013000000000000001,0.835,0.152,0.95,0.02,0.02,0.02,True,True,False,False
423,0.025,0.8440000000000001,0.131,0.95,0.02,0.02,0.02,False,False,True,True
424,0.028999999999999998,0.8140000000000001,0.157,0.96,0.01,0.01,0.01,False,False,True,False
425,0.015,0.8029999999999999,0.182,0.96,0.01,0.01,0.01,True,True,False,True
426,0.021,0.797,0.182,0.95,0.01,0.02,0.01,False,True,False,False
427,0.022000000000000002,0.8490000000000001,0.13,0.95,0.01,0.02,0.01,True,False,True,True
428,0.026000000000000002,0.831,0.14400000000000002,0.96,0.01,0.01,0.01,True,True,True,False
429,0.024,0.8240000000000001,0.152,0.95,0.02,0.02,0.02,False,True,False,True
430,0.028999999999999998,0.83,0.141,0.96,0.01,0.01,0.01,True,True,True,True
431,0.027999999999999997,0.843,0.13,0.46,0.01,0.52,0.01,False,False,False,False
432,0.006999999999999999,0.8640000000000001,0.129,0.34,0.01,0.63,0.01,False,True,False,False
433,0.022000000000000002,0.85,0.128,0.31,0.01,0.66,0.01,True,True,False,False
434,0.017,0.821,0.162,0.22,0.01,0.76,0.01,False,False,False,False
435,0.03,0.848,0.122,0.93,0.03,0.02,0.02,True,True,True,True
436,0.013000000000000001,0.8190000000000001,0.168,0.91,0.06,0.02,0.02,True,True,True,False
437,0.012,0.825,0.162,0.95,0.02,0.02,0.02,False,False,False,False
438,0.017,0.802,0.18100000000000002,0.9,0.05,0.02,0.02,False,False,False,False
439,0.032,0.818,0.15,0.95,0.02,0.02,0.02,False,False,True,False
440,0.026000000000000002,0.8190000000000001,0.154,0.95,0.02,0.02,0.02,False,False,False,False
441,0.025,0.8390000000000001,0.136,0.95,0.01,0.02,0.01,False,False,False,False
442,0.013000000000000001,0.845,0.141,0.96,0.01,0.01,0.01,False,False,False,False
443,0.019,0.87,0.11,0.96,0.01,0.01,0.01,True,True,False,False
444,0.011000000000000001,0.831,0.158,0.96,0.01,0.01,0.01,False,False,True,True
445,0.024,0.833,0.14300000000000002,0.95,0.02,0.02,0.02,True,True,True,True
446,0.03,0.813,0.157,0.95,0.02,0.02,0.02,False,False,False,False
447,0.018000000000000002,0.846,0.136,0.95,0.02,0.02,0.02,True,True,True,False
448,0.042,0.836,0.122,0.94,0.02,0.02,0.02,False,False,False,False
449,0.022000000000000002,0.8340000000000001,0.14300000000000002,0.95,0.02,0.02,0.02,False,True,False,False
450,0.023,0.82,0.157,0.95,0.02,0.02,0.02,False,False,False,False
451,0.006999999999999999,0.8109999999999999,0.182,0.95,0.02,0.02,0.02,False,False,False,False
452,0.02,0.835,0.145,0.96,0.01,0.01,0.01,True,True,True,False
453,0.023,0.8240000000000001,0.153,0.95,0.02,0.02,0.02,False,False,False,False
454,0.021,0.856,0.12300000000000001,0.95,0.02,0.02,0.02,True,True,True,True
455,0.027000000000000003,0.825,0.14800000000000002,0.94,0.02,0.02,0.02,False,False,False,False
456,0.024,0.7829999999999999,0.193,0.94,0.02,0.02,0.02,True,True,False,False
457,0.019,0.8540000000000001,0.127,0.94,0.02,0.02,0.02,True,True,True,False
458,0.021,0.835,0.14400000000000002,0.93,0.02,0.02,0.02,True,True,True,False
459,0.008,0.836,0.155,0.96,0.01,0.02,0.01,True,True,True,True
460,0.017,0.88,0.10300000000000001,0.95,0.02,0.02,0.02,True,True,True,True
461,0.018000000000000002,0.826,0.156,0.94,0.02,0.02,0.02,False,True,False,False
462,0.02,0.857,0.12300000000000001,0.95,0.01,0.02,0.01,True,False,False,False
463,0.019,0.843,0.138,0.96,0.01,0.01,0.01,True,True,False,True
464,0.009000000000000001,0.8440000000000001,0.147,0.96,0.01,0.01,0.01,False,False,False,False
465,0.024,0.861,0.115,0.96,0.01,0.02,0.01,True,True,False,True
466,0.019,0.815,0.166,0.96,0.01,0.01,0.01,False,False,False,False
467,0.023,0.847,0.13,0.96,0.01,0.01,0.01,True,True,True,False
468,0.027999999999999997,0.8240000000000001,0.14800000000000002,0.02,0.02,0.95,0.02,True,False,False,False
469,0.02,0.821,0.16,0.02,0.02,0.94,0.02,False,False,False,False
470,0.018000000000000002,0.8440000000000001,0.138,0.02,0.02,0.95,0.02,False,False,True,True
471,0.022000000000000002,0.836,0.142,0.02,0.01,0.95,0.01,True,False,True,True
472,0.018000000000000002,0.813,0.16899999999999998,0.02,0.02,0.95,0.02,True,True,False,False
473,0.024,0.879,0.09699999999999999,0.02,0.02,0.95,0.02,False,False,False,True
474,0.012,0.821,0.16699999999999998,0.02,0.02,0.94,0.02,True,True,True,True
475,0.023,0.7959999999999999,0.18100000000000002,0.02,0.02,0.95,0.02,True,False,True,False
476,0.009000000000000001,0.815,0.17600000000000002,0.96,0.01,0.02,0.01,True,False,True,True
477,0.028999999999999998,0.867,0.10400000000000001,0.96,0.01,0.01,0.01,True,True,False,True
478,0.039,0.807,0.154,0.95,0.02,0.02,0.02,False,False,False,True
479,0.016,0.82,0.165,0.96,0.01,0.02,0.01,False,False,False,True
480,0.034,0.823,0.14300000000000002,0.95,0.02,0.02,0.02,False,False,False,True
481,0.015,0.845,0.139,0.96,0.01,0.01,0.01,True,True,True,False
482,0.021,0.835,0.14400000000000002,0.95,0.02,0.02,0.02,True,False,True,False
483,0.024,0.8240000000000001,0.152,0.95,0.02,0.02,0.02,True,False,False,True
484,0.013000000000000001,0.852,0.134,0.95,0.02,0.02,0.02,True,True,True,True
485,0.016,0.833,0.151,0.95,0.01,0.02,0.01,False,False,False,False
486,0.017,0.797,0.185,0.96,0.01,0.02,0.01,False,False,True,True
487,0.021,0.804,0.175,0.95,0.02,0.02,0.02,False,False,False,False
488,0.024,0.8290000000000001,0.147,0.96,0.01,0.01,0.01,True,True,True,True
489,0.024,0.823,0.152,0.95,0.02,0.02,0.02,False,False,False,False
490,0.028999999999999998,0.833,0.138,0.96,0.01,0.02,0.01,False,False,True,False
491,0.034,0.825,0.141,0.94,0.02,0.02,0.02,False,False,False,True
492,0.025,0.8490000000000001,0.126,0.95,0.02,0.02,0.01,True,True,True,True
493,0.03,0.851,0.12,0.94,0.02,0.02,0.02,False,False,False,False
494,0.016,0.841,0.14400000000000002,0.92,0.04,0.02,0.02,False,False,False,True
495,0.013000000000000001,0.843,0.14400000000000002,0.96,0.01,0.01,0.01,True,True,True,True
496,0.016,0.865,0.11800000000000001,0.95,0.02,0.02,0.02,False,False,False,False
497,0.031,0.851,0.11800000000000001,0.96,0.01,0.01,0.01,False,False,True,True
498,0.017,0.831,0.152,0.96,0.01,0.01,0.01,True,True,True,False
499,0.02,0.816,0.165,0.02,0.01,0.96,0.01,False,False,False,True
500,0.027999999999999997,0.823,0.149,0.02,0.02,0.95,0.02,True,True,False,False
501,0.017,0.8390000000000001,0.14400000000000002,0.02,0.01,0.95,0.01,True,True,False,False
502,0.02,0.823,0.158,0.03,0.02,0.92,0.02,False,False,False,True
503,0.031,0.856,0.113,0.02,0.02,0.94,0.02,False,False,False,True
504,0.018000000000000002,0.84,0.142,0.02,0.02,0.93,0.02,True,True,True,True
505,0.021,0.853,0.125,0.02,0.02,0.94,0.02,True,True,True,True
506,0.027000000000000003,0.856,0.11699999999999999,0.02,0.01,0.95,0.01,True,True,True,False
507,0.011000000000000001,0.8079999999999999,0.182,0.03,0.02,0.92,0.02,False,False,False,False
508,0.006999999999999999,0.82,0.174,0.21,0.01,0.76,0.01,False,False,False,True
509,0.019,0.8640000000000001,0.11699999999999999,0.03,0.02,0.92,0.02,False,False,False,False
510,0.019,0.857,0.124,0.95,0.02,0.02,0.02,True,True,True,False
511,0.012,0.833,0.155,0.95,0.02,0.02,0.02,False,True,False,False
512,0.027999999999999997,0.8809999999999999,0.091,0.95,0.02,0.02,0.02,False,False,False,False
513,0.016,0.823,0.161,0.95,0.01,0.02,0.01,True,True,True,True
514,0.027000000000000003,0.7859999999999999,0.187,0.02,0.02,0.95,0.02,False,False,False,False
515,0.023,0.8370000000000001,0.14,0.02,0.02,0.95,0.02,True,True,True,False
516,0.018000000000000002,0.816,0.166,0.35,0.01,0.62,0.01,True,True,True,False
517,0.02,0.809,0.171,0.21,0.02,0.76,0.02,True,True,False,True
518,0.017,0.846,0.138,0.44,0.01,0.54,0.01,True,True,True,True
519,0.013999999999999999,0.8240000000000001,0.163,0.94,0.02,0.02,0.02,True,True,False,False
520,0.013999999999999999,0.85,0.136,0.94,0.02,0.02,0.02,False,False,False,False
521,0.017,0.8420000000000001,0.141,0.96,0.01,0.01,0.01,True,True,False,True
522,0.027999999999999997,0.8109999999999999,0.161,0.94,0.02,0.02,0.02,True,True,True,False
523,0.013000000000000001,0.799,0.188,0.96,0.01,0.02,0.01,False,False,False,False
524,0.034,0.835,0.131,0.95,0.02,0.02,0.02,True,False,True,True
525,0.01,0.8340000000000001,0.156,0.95,0.02,0.02,0.02,False,False,False,False
526,0.021,0.851,0.128,0.95,0.02,0.02,0.02,True,True,False,False
527,0.027999999999999997,0.841,0.131,0.96,0.01,0.01,0.01,True,True,True,True
528,0.023,0.8440000000000001,0.132,0.97,0.01,0.01,0.01,False,False,False,True
529,0.034,0.8390000000000001,0.127,0.96,0.01,0.01,0.01,True,True,True,True
530,0.005,0.807,0.187,0.96,0.01,0.02,0.01,False,True,False,False
531,0.036000000000000004,0.825,0.14,0.96,0.01,0.01,0.01,False,False,False,False
532,0.02,0.823,0.157,0.97,0.01,0.01,0.01,True,True,True,True
533,0.034,0.825,0.141,0.96,0.01,0.01,0.01,False,False,False,False
534,0.031,0.8490000000000001,0.12,0.96,0.01,0.01,0.01,False,False,False,True
535,0.025,0.82,0.155,0.96,0.01,0.02,0.01,False,False,False,False
536,0.019,0.823,0.158,0.96,0.01,0.02,0.01,True,True,True,False
537,0.019,0.813,0.168,0.95,0.02,0.02,0.02,False,False,False,False
538,0.033,0.8270000000000001,0.14,0.9,0.06,0.02,0.02,False,False,False,False
539,0.027000000000000003,0.833,0.139,0.89,0.07,0.02,0.02,False,False,False,False
540,0.022000000000000002,0.809,0.16899999999999998,0.9,0.06,0.02,0.02,False,False,False,True
541,0.013000000000000001,0.8590000000000001,0.127,0.01,0.01,0.96,0.01,False,False,False,False
542,0.012,0.79,0.198,0.02,0.02,0.95,0.02,False,False,True,False
543,0.01,0.875,0.115,0.02,0.01,0.96,0.01,False,False,False,True
544,0.013000000000000001,0.833,0.153,0.01,0.01,0.96,0.01,False,False,False,False
545,0.013999999999999999,0.843,0.14300000000000002,0.29,0.01,0.68,0.01,False,False,False,False
546,0.024,0.865,0.11199999999999999,0.41,0.01,0.57,0.01,False,False,False,False
547,0.026000000000000002,0.8370000000000001,0.136,0.96,0.01,0.01,0.01,False,False,False,False
548,0.012,0.852,0.135,0.94,0.02,0.02,0.02,True,True,True,True
549,0.034,0.833,0.133,0.94,0.02,0.02,0.02,True,True,True,True
550,0.023,0.83,0.146,0.96,0.01,0.02,0.01,False,False,True,False
551,0.024,0.8320000000000001,0.14400000000000002,0.95,0.01,0.02,0.01,True,True,True,True
552,0.018000000000000002,0.845,0.13699999999999998,0.02,0.01,0.96,0.01,True,False,True,True
553,0.04,0.847,0.11199999999999999,0.02,0.02,0.95,0.02,True,True,True,True
554,0.022000000000000002,0.861,0.11699999999999999,0.95,0.02,0.02,0.02,True,True,True,False
555,0.021,0.804,0.175,0.95,0.02,0.02,0.02,False,True,False,False
556,0.03,0.847,0.12300000000000001,0.96,0.01,0.02,0.01,True,True,True,False
557,0.021,0.8590000000000001,0.12,0.96,0.01,0.02,0.01,False,False,False,False
558,0.042,0.83,0.128,0.96,0.01,0.01,0.01,False,False,True,True
559,0.024,0.82,0.157,0.96,0.01,0.01,0.01,True,True,True,False
560,0.018000000000000002,0.7979999999999999,0.184,0.96,0.01,0.01,0.01,False,False,False,False
561,0.015,0.846,0.139,0.96,0.01,0.01,0.01,True,False,False,False
562,0.018000000000000002,0.8490000000000001,0.133,0.96,0.01,0.02,0.01,True,True,True,True
563,0.019,0.8420000000000001,0.139,0.96,0.01,0.01,0.01,False,False,False,False
564,0.015,0.865,0.12,0.96,0.01,0.01,0.01,False,False,False,False
565,0.016,0.8340000000000001,0.151,0.94,0.02,0.02,0.02,False,False,False,False
566,0.019,0.8140000000000001,0.16699999999999998,0.01,0.01,0.96,0.01,False,False,False,False
567,0.024,0.828,0.14800000000000002,0.02,0.02,0.94,0.02,False,False,False,False
568,0.03,0.8290000000000001,0.142,0.02,0.02,0.95,0.02,False,False,False,False
569,0.013999999999999999,0.809,0.177,0.01,0.01,0.97,0.01,False,False,False,False
570,0.018000000000000002,0.84,0.142,0.02,0.02,0.95,0.01,True,True,True,True
571,0.035,0.833,0.132,0.02,0.01,0.95,0.01,True,True,True,True
572,0.01,0.843,0.147,0.02,0.02,0.95,0.02,True,True,True,True
573,0.028999999999999998,0.813,0.157,0.02,0.02,0.95,0.02,False,False,False,True
574,0.021,0.86,0.11900000000000001,0.56,0.02,0.41,0.02,False,False,False,False
575,0.024,0.846,0.13,0.63,0.02,0.34,0.02,False,False,False,True
576,0.017,0.8240000000000001,0.159,0.46,0.02,0.51,0.02,True,True,False,True
577,0.038,0.83,0.132,0.48,0.02,0.49,0.02,False,True,False,False
578,0.022000000000000002,0.841,0.136,0.02,0.02,0.95,0.02,False,False,False,False
579,0.016,0.804,0.18,0.02,0.02,0.94,0.02,False,False,True,False
580,0.015,0.8420000000000001,0.14300000000000002,0.02,0.01,0.96,0.01,True,True,True,True
581,0.006,0.8220000000000001,0.172,0.02,0.02,0.95,0.02,False,False,False,False
582,0.015,0.831,0.154,0.02,0.02,0.94,0.02,False,False,False,False
583,0.023,0.858,0.11900000000000001,0.02,0.02,0.94,0.02,True,True,True,True
584,0.013000000000000001,0.8240000000000001,0.162,0.02,0.02,0.94,0.02,True,True,True,True
585,0.018000000000000002,0.857,0.125,0.02,0.02,0.94,0.02,False,False,False,False
586,0.026000000000000002,0.813,0.161,0.02,0.02,0.95,0.02,True,True,False,False
587,0.031,0.7959999999999999,0.17300000000000001,0.02,0.02,0.95,0.02,False,False,True,True
588,0.023,0.8170000000000001,0.159,0.94,0.02,0.02,0.02,True,True,True,True
589,0.009000000000000001,0.8240000000000001,0.16699999999999998,0.95,0.02,0.02,0.02,True,True,True,False
590,0.017,0.792,0.191,0.94,0.02,0.02,0.02,True,True,True,True
591,0.016,0.85,0.134,0.94,0.02,0.02,0.02,True,True,True,False
592,0.028999999999999998,0.8270000000000001,0.14400000000000002,0.96,0.01,0.02,0.01,False,False,True,False
593,0.022000000000000002,0.82,0.158,0.96,0.01,0.01,0.01,False,False,False,False
594,0.019,0.83,0.151,0.95,0.02,0.02,0.02,False,False,False,False
595,0.009000000000000001,0.8490000000000001,0.142,0.96,0.01,0.01,0.01,True,True,True,True
596,0.023,0.807,0.17,0.95,0.02,0.02,0.02,True,True,True,True
597,0.006999999999999999,0.813,0.18,0.96,0.01,0.02,0.01,False,False,False,False
598,0.038,0.84,0.122,0.95,0.02,0.02,0.02,False,True,True,True
599,0.016,0.8140000000000001,0.17,0.95,0.02,0.02,0.02,True,False,True,True
600,0.01,0.7909999999999999,0.19899999999999998,0.01,0.01,0.96,0.01,False,False,False,False
601,0.019,0.838,0.142,0.01,0.01,0.96,0.01,True,False,True,True
602,0.019,0.845,0.136,0.02,0.01,0.96,0.01,True,True,False,True
603,0.017,0.855,0.128,0.02,0.02,0.95,0.02,True,True,True,True
604,0.037000000000000005,0.853,0.11,0.02,0.02,0.94,0.02,False,False,False,True
605,0.024,0.8540000000000001,0.122,0.02,0.02,0.95,0.02,False,True,True,True
606,0.013000000000000001,0.81,0.177,0.02,0.01,0.96,0.01,True,False,True,False
607,0.023,0.825,0.153,0.02,0.02,0.95,0.02,False,False,False,True
608,0.01,0.878,0.11199999999999999,0.95,0.02,0.02,0.02,True,True,False,False
609,0.006,0.852,0.141,0.95,0.02,0.02,0.02,False,False,False,False
610,0.024,0.809,0.168,0.95,0.02,0.02,0.02,False,False,False,True
611,0.03,0.841,0.13,0.95,0.02,0.02,0.02,True,True,False,False
612,0.027999999999999997,0.8290000000000001,0.14400000000000002,0.95,0.02,0.02,0.02,True,False,False,False
613,0.019,0.8420000000000001,0.14,0.95,0.02,0.02,0.02,False,False,True,False
614,0.026000000000000002,0.8109999999999999,0.162,0.94,0.02,0.02,0.02,False,False,False,False
615,0.012,0.8640000000000001,0.12300000000000001,0.95,0.02,0.02,0.02,False,False,False,False
616,0.022000000000000002,0.841,0.138,0.96,0.01,0.01,0.01,True,True,True,False
617,0.013999999999999999,0.841,0.145,0.96,0.01,0.01,0.01,True,True,True,False
618,0.028999999999999998,0.8270000000000001,0.14400000000000002,0.95,0.01,0.02,0.01,True,True,True,True
619,0.024,0.809,0.166,0.95,0.01,0.02,0.01,True,True,True,True
620,0.016,0.8420000000000001,0.142,0.02,0.01,0.95,0.01,False,False,False,False
621,0.013000000000000001,0.799,0.188,0.02,0.01,0.96,0.01,True,True,False,False
622,0.023,0.8059999999999999,0.171,0.02,0.02,0.95,0.02,False,False,False,False
623,0.028999999999999998,0.789,0.18100000000000002,0.02,0.02,0.94,0.02,True,False,False,False
624,0.031,0.831,0.138,0.02,0.02,0.95,0.02,False,False,False,False
625,0.013000000000000001,0.846,0.141,0.02,0.01,0.96,0.01,True,False,False,False
626,0.012,0.833,0.155,0.95,0.02,0.02,0.02,True,True,True,True
627,0.013000000000000001,0.851,0.136,0.95,0.02,0.02,0.02,True,True,True,True
628,0.027000000000000003,0.8009999999999999,0.172,0.95,0.02,0.02,0.02,False,False,False,False
629,0.025,0.85,0.125,0.94,0.02,0.02,0.02,True,True,True,False
630,0.017,0.843,0.14,0.02,0.02,0.95,0.02,False,False,False,False
631,0.018000000000000002,0.8370000000000001,0.145,0.02,0.02,0.94,0.02,True,True,True,True
632,0.027000000000000003,0.831,0.142,0.03,0.03,0.92,0.03,True,True,True,True
633,0.028999999999999998,0.7979999999999999,0.172,0.02,0.02,0.93,0.02,False,False,False,True
634,0.027000000000000003,0.8270000000000001,0.146,0.95,0.01,0.02,0.01,False,True,True,False
635,0.011000000000000001,0.825,0.16399999999999998,0.95,0.02,0.02,0.02,True,True,True,True
636,0.017,0.84,0.14400000000000002,0.94,0.02,0.02,0.02,True,True,True,False
637,0.022000000000000002,0.8140000000000001,0.16399999999999998,0.94,0.02,0.02,0.02,True,True,True,True
638,0.012,0.8490000000000001,0.139,0.94,0.02,0.02,0.02,True,True,True,True
639,0.018000000000000002,0.826,0.156,0.94,0.02,0.02,0.02,True,False,True,True
640,0.019,0.8420000000000001,0.139,0.95,0.02,0.02,0.02,True,True,True,False
641,0.021,0.88,0.099,0.95,0.02,0.02,0.02,True,True,False,True
642,0.019,0.847,0.134,0.95,0.02,0.02,0.02,False,False,False,True
643,0.02,0.8240000000000001,0.156,0.95,0.02,0.02,0.02,True,True,False,False
644,0.025,0.816,0.159,0.02,0.01,0.96,0.01,True,True,True,True
645,0.019,0.867,0.114,0.02,0.02,0.94,0.02,True,True,True,False
646,0.011000000000000001,0.8809999999999999,0.10800000000000001,0.03,0.03,0.92,0.03,False,False,False,False
